Date,Linalg norm
2020/05/18/12/18/03,0.5485385361668544
2020/05/18/12/18/04,0.5693554043527613
2020/05/18/12/18/10,0.4607765241498849
2020/05/18/12/18/11,0.4807439455760816
2020/05/18/12/18/12,0.5204802975583714
2020/05/18/12/18/14,0.4300719817129
2020/05/18/12/18/16,0.4527661198018118
2020/05/18/12/18/16,0.4754207069666016
2020/05/18/12/18/17,0.44612777275642734
2020/05/18/12/18/17,0.471780509055344
2020/05/18/12/18/17,0.455857593540313
2020/05/18/12/18/18,0.4758455299465553
2020/05/18/12/18/18,0.4915804910269108
2020/05/18/12/18/21,0.457486812311309
2020/05/18/12/19/04,0.4041726338104216
2020/05/18/12/19/05,0.4119030229263661
2020/05/18/12/19/05,0.3800751334094766
2020/05/18/12/19/06,0.4277964751906171
2020/05/18/12/19/06,0.4923766273492428
2020/05/18/12/19/12,0.42481959433995703
2020/05/18/12/19/12,0.4308574941523575
2020/05/18/12/19/13,0.42830042642163657
2020/05/18/12/19/14,0.4467463487517728
2020/05/18/12/19/14,0.43028363832762
2020/05/18/12/19/15,0.43188979278223344
2020/05/18/12/19/15,0.4215374239417555
2020/05/18/12/19/16,0.451511186608959
2020/05/18/12/19/17,0.4358129778803588
2020/05/18/12/19/17,0.438126735700717
2020/05/18/12/19/18,0.4420606175074659
2020/05/18/12/19/18,0.43110121618186825
2020/05/18/12/19/19,0.4336630358219129
2020/05/18/12/19/20,0.4290899773193556
2020/05/18/12/19/20,0.4466021051024748
2020/05/18/12/19/21,0.4415054176313145
2020/05/18/12/19/21,0.420994623548916
2020/05/18/12/19/23,0.42264122156880907
2020/05/18/12/19/24,0.4514437661255382
2020/05/18/12/19/25,0.4408066580028953
2020/05/18/12/19/25,0.4315316635635095
2020/05/18/12/19/26,0.39924547924648185
2020/05/18/12/19/26,0.3902822601158355
2020/05/18/12/19/27,0.4023284768978531
2020/05/18/12/19/28,0.4069717249965894
2020/05/18/12/19/28,0.3986056235211968
2020/05/18/12/19/29,0.40434664881268223
2020/05/18/12/19/29,0.39993563438529456
2020/05/18/12/19/30,0.4159318732421328
2020/05/18/12/19/35,0.4518837310341776
2020/05/18/12/19/35,0.4342795199293516
2020/05/18/12/19/36,0.4489477529910562
2020/05/18/12/19/36,0.4275238997701412
2020/05/18/12/19/37,0.4180325306469332
2020/05/18/12/19/37,0.4349580700907902
2020/05/18/12/19/37,0.44392278816071945
2020/05/18/12/19/38,0.4340186580193472
2020/05/18/12/19/38,0.4081934961996103
2020/05/18/12/19/39,0.4354154542421203
2020/05/18/12/21/37,0.5035134933602408
2020/05/18/12/21/38,0.4598301363034227
2020/05/18/12/21/43,0.4283218478051542
2020/05/18/12/21/44,0.3963046455333023
2020/05/18/12/21/44,0.4073667302997826
2020/05/18/12/25/34,0.495778345301956
2020/05/18/12/25/35,0.4799937838594647
2020/05/18/12/25/37,0.4919632664939794
2020/05/18/12/25/40,0.5025194653582651
2020/05/18/12/25/40,0.4638535098863167
2020/05/18/12/25/41,0.41807386466061214
2020/05/18/12/25/42,0.42712705554505415
2020/05/18/12/25/42,0.4314938373903003
2020/05/18/12/25/44,0.41194147617016896
2020/05/18/12/25/45,0.4865639313012146
2020/05/18/12/25/46,0.4546803013971126
2020/05/18/12/25/47,0.4066687950562955
2020/05/18/12/25/47,0.4371941845548959
2020/05/18/12/25/48,0.4661011725066694
2020/05/18/12/25/49,0.42718822698170056
2020/05/18/12/25/49,0.4208924930749296
2020/05/18/12/25/50,0.441922931726526
2020/05/18/12/25/50,0.4189205923483028
2020/05/18/12/25/51,0.4493520533279262
2020/05/18/12/25/52,0.4387884493477501
2020/05/18/12/25/52,0.4267617089225496
2020/05/18/12/25/53,0.4459690978429108
2020/05/18/12/25/53,0.4517117395466802
2020/05/18/12/25/54,0.4353386092767579
2020/05/18/12/25/55,0.4508752988687612
2020/05/18/12/25/55,0.3954885740050806
2020/05/18/12/25/56,0.4591552528919224
2020/05/18/12/25/56,0.4316161769027622
2020/05/18/12/25/57,0.4626674889154536
2020/05/18/12/25/58,0.4513505384482751
2020/05/18/12/25/58,0.4263994933362078
2020/05/18/12/25/59,0.4238081912589927
2020/05/18/12/25/59,0.4828621413047894
2020/05/18/12/26/00,0.4576643558798582
2020/05/18/12/26/01,0.4563999553952637
2020/05/18/12/26/01,0.4282026060164888
2020/05/18/12/26/04,0.38938687570485897
2020/05/18/12/26/05,0.3895071082276861
2020/05/18/12/26/05,0.3885241047781591
2020/05/18/12/26/06,0.3776624012482404
2020/05/18/12/26/07,0.4000501360819156
2020/05/18/12/26/07,0.3939867515154396
2020/05/18/12/26/08,0.4129659661737038
2020/05/18/12/26/08,0.393298030810066
2020/05/18/12/26/09,0.3988131389391186
2020/05/18/12/26/10,0.3855807360993721
2020/05/18/12/26/16,0.384206152020271
2020/05/18/12/26/17,0.3980674814879743
2020/05/18/12/26/18,0.402324951902846
2020/05/18/12/26/19,0.3824755773602188
2020/05/18/12/26/20,0.3898180227880327
2020/05/18/12/26/23,0.3691168693347826
2020/05/18/12/26/24,0.41841663944961865
2020/05/18/12/26/24,0.4040079686904561
2020/05/18/12/26/25,0.4203258366897154
2020/05/18/12/26/25,0.3974902342968082
2020/05/18/12/26/26,0.39870278765051054
2020/05/18/12/26/27,0.39403623903951
2020/05/18/12/26/27,0.40442055579451625
2020/05/18/12/26/28,0.4179566767797733
2020/05/18/12/26/28,0.40967666684923343
2020/05/18/12/26/29,0.40785243843184105
2020/05/18/12/26/30,0.4142977374775759
2020/05/18/12/26/30,0.405697970326783
2020/05/18/12/26/31,0.4173266502291292
2020/05/18/12/26/32,0.6393283062659291
2020/05/18/12/26/34,0.5328169637854837
2020/05/18/12/26/34,0.5144743567576228
2020/05/18/12/26/37,0.3916724913327242
2020/05/18/12/26/38,0.41336892305086
2020/05/18/12/26/38,0.4168880954081222
2020/05/18/12/26/39,0.3869802248170829
2020/05/18/12/26/39,0.4005322284992981
2020/05/18/12/26/40,0.4096882750493645
2020/05/18/12/26/40,0.4033787870917217
2020/05/18/12/26/41,0.38748868833063616
2020/05/18/12/26/41,0.37833737948438056
2020/05/18/12/31/00,0.4780559050810494
2020/05/18/12/31/00,0.41477490359875535
2020/05/18/12/31/00,0.41464311950634336
2020/05/18/12/31/01,0.495374742188933
2020/05/18/12/31/03,0.3803087479712193
2020/05/18/12/31/03,0.3778422779612021
2020/05/18/12/31/04,0.3793714613679275
2020/05/18/12/31/04,0.4166142919451744
2020/05/18/12/31/05,0.3790932242808516
2020/05/18/12/31/05,0.4141756734868493
2020/05/18/12/31/06,0.3727721972964361
2020/05/18/12/31/06,0.3699442454880781
2020/05/18/12/31/07,0.3803387451812125
2020/05/18/12/31/07,0.3770695493326817
2020/05/18/12/31/08,0.3808768284268597
2020/05/18/12/31/09,0.3842304165655611
2020/05/18/12/31/10,0.4071186916880689
2020/05/18/12/31/11,0.4328637777648186
2020/05/18/12/31/11,0.4439602134983924
2020/05/18/12/31/12,0.4217627487965052
2020/05/18/12/31/12,0.41895055002493065
2020/05/18/12/31/14,0.4180411217775685
2020/05/18/12/31/15,0.4235464576503604
2020/05/18/12/31/15,0.4272345453559165
2020/05/18/12/31/16,0.3915117937655584
2020/05/18/12/31/18,0.4242654128251757
2020/05/18/12/31/18,0.3880823325497684
2020/05/18/12/31/19,0.42135196966535976
2020/05/18/12/31/19,0.39346330055713497
2020/05/18/12/31/20,0.4484899979617041
2020/05/18/12/31/20,0.4033482403956828
2020/05/18/12/31/21,0.4541772050011726
2020/05/18/12/31/22,0.4430185000567334
2020/05/18/12/31/22,0.3976602129007603
2020/05/18/12/31/23,0.4355762147149908
2020/05/18/12/31/23,0.4173377146030661
2020/05/18/12/31/24,0.4376866873647301
2020/05/18/12/31/26,0.3959005376369929
2020/05/18/12/31/26,0.3923757260338676
2020/05/18/12/31/27,0.4068151669341151
2020/05/18/12/35/39,0.41712558647179376
2020/05/18/12/35/39,0.4550035622400445
2020/05/18/12/35/40,0.4192483765486007
2020/05/18/12/35/41,0.4442337943334999
2020/05/18/12/35/41,0.4675704075553986
2020/05/18/12/35/42,0.474951912054805
2020/05/18/12/35/42,0.42973836508040736
2020/05/18/12/35/43,0.4736907964696061
2020/05/18/12/35/43,0.4598996839266584
2020/05/18/12/35/43,0.4881373251390738
2020/05/18/12/35/44,0.4733717636060869
2020/05/18/12/35/44,0.5043758902580477
2020/05/18/12/35/45,0.4458024744953473
2020/05/18/12/35/45,0.4934756052944415
2020/05/18/12/35/46,0.4573744151915077
2020/05/18/12/35/46,0.4547896503846138
2020/05/18/12/35/47,0.4609003128297287
2020/05/18/12/35/47,0.4482075196567456
2020/05/18/12/35/48,0.4525230545105674
2020/05/18/12/35/48,0.4552491863119711
2020/05/18/12/35/49,0.4884589727149653
2020/05/18/12/35/49,0.4796116688284846
2020/05/18/12/35/50,0.4972567946266473
2020/05/18/12/35/50,0.4614284940932404
2020/05/18/12/35/50,0.4629916859793106
2020/05/18/12/35/51,0.4677724475721137
2020/05/18/12/35/51,0.5249487425458261
2020/05/18/12/35/52,0.5255031151982932
2020/05/18/12/35/52,0.4610233426903746
2020/05/18/12/35/53,0.4991417414611209
2020/05/18/12/35/53,0.4086194132560676
2020/05/18/12/37/00,0.4548721907138357
2020/05/18/12/37/00,0.5896827401323654
2020/05/18/12/37/02,0.5233082878282413
2020/05/18/12/37/05,0.4294934476364998
2020/05/18/12/37/05,0.5039187645571881
2020/05/18/12/37/06,0.4805870351813492
2020/05/18/12/37/06,0.4820818069539802
2020/05/18/12/37/07,0.45894421349815706
2020/05/18/12/37/07,0.4584337987559067
2020/05/18/12/37/07,0.4793352793163332
2020/05/18/12/37/08,0.468436893596593
2020/05/18/12/37/08,0.4234450356923152
2020/05/18/12/37/14,0.4442427097241328
2020/05/18/12/37/16,0.4280650523758653
2020/05/18/12/37/16,0.41931849773259466
2020/05/18/12/37/17,0.4270586574760093
2020/05/18/12/37/17,0.4490193608909575
2020/05/18/12/37/20,0.4464769190786892
2020/05/18/12/37/21,0.4528112827101754
2020/05/18/12/37/21,0.4564236834894202
2020/05/18/12/37/22,0.4883147388043033
2020/05/18/12/37/23,0.4800900021230127
2020/05/18/12/37/23,0.4630558989447586
2020/05/18/12/37/24,0.4507613469599429
2020/05/18/12/37/24,0.469906952394185
2020/05/18/12/37/25,0.4886214882506905
2020/05/18/12/37/26,0.440953031806343
2020/05/18/12/37/26,0.4842425401701879
2020/05/18/12/37/27,0.4512503406766947
2020/05/18/12/37/27,0.4701360442781157
2020/05/18/12/37/28,0.4673017838664575
2020/05/18/12/37/32,0.4174708275202271
2020/05/18/12/37/32,0.39738931442488057
2020/05/18/12/37/33,0.4287479868188788
2020/05/18/12/37/34,0.4410196876897525
2020/05/18/12/37/34,0.43474697454832617
2020/05/18/12/37/35,0.4189243472874583
2020/05/18/12/37/35,0.4124804853023881
2020/05/18/12/37/36,0.4481254707607588
2020/05/18/12/56/47,0.4274684517278449
2020/05/18/12/56/47,0.41145387429040137
2020/05/18/12/56/48,0.4100247323007524
2020/05/18/12/56/48,0.41031517781212135
2020/05/18/12/56/49,0.40342755025345584
2020/05/18/12/56/49,0.4005965214440204
2020/05/18/12/56/50,0.43288220543670064
2020/05/18/12/56/51,0.3923602004344685
2020/05/18/12/56/51,0.3988946577538681
2020/05/18/12/56/52,0.3969442285562083
2020/05/18/12/56/55,0.37762898323997895
2020/05/18/12/58/03,0.4536197952664178
2020/05/18/12/58/03,0.4022798886685588
2020/05/18/12/58/04,0.3967232309690284
2020/05/18/12/58/04,0.40658623948664735
2020/05/18/12/58/05,0.4014777951742652
2020/05/18/12/58/05,0.5242003217625099
2020/05/18/12/58/06,0.6462684225391714
2020/05/18/12/58/07,0.4790711377924813
2020/05/18/12/58/08,0.4216478655154868
2020/05/18/12/58/08,0.4125944016541173
2020/05/18/12/58/09,0.4030439300999245
2020/05/18/12/58/09,0.40269699945917015
2020/05/18/12/58/10,0.3948117976212648
2020/05/18/12/58/11,0.3914143855517953
2020/05/18/12/58/11,0.3951266354012962
2020/05/18/12/58/12,0.41500054455715535
2020/05/18/12/58/12,0.39689100757569545
2020/05/18/12/58/13,0.42111243217826144
2020/05/18/12/58/14,0.4141179014301127
2020/05/18/12/58/15,0.4054642577890118
2020/05/18/12/58/15,0.4102383607846875
2020/05/18/12/58/16,0.4047968694582936
2020/05/18/12/58/17,0.4157207518312129
2020/05/18/12/58/17,0.4184762405572515
2020/05/18/12/58/19,0.5240741456023225
2020/05/18/12/58/20,0.3897921746665649
2020/05/18/12/58/20,0.4189680099224613
2020/05/18/12/58/21,0.4293922648013444
2020/05/18/12/58/21,0.4340287150857118
2020/05/18/12/58/22,0.4264886776106979
2020/05/18/12/58/22,0.4191125059167055
2020/05/18/12/58/22,0.428912242473036
2020/05/18/12/58/23,0.4210116680476585
2020/05/18/12/58/25,0.4654891856908519
2020/05/18/12/58/44,0.4419303635100673
2020/05/18/12/58/44,0.39990560115702745
2020/05/18/12/58/45,0.3807356529879967
2020/05/18/12/58/45,0.4025634345485082
2020/05/18/12/58/46,0.4151034810836887
2020/05/18/12/58/46,0.4061180262795445
2020/05/18/12/58/47,0.4026968358546746
2020/05/18/12/58/47,0.3507909711113296
2020/05/18/12/58/48,0.4007608351825931
2020/05/18/12/58/48,0.3743085025436341
2020/05/18/12/58/48,0.3935913674754553
2020/05/18/12/58/49,0.4180167944468099
2020/05/18/12/58/50,0.38263005712266135
2020/05/18/12/58/51,0.4468347237941047
2020/05/18/12/58/51,0.4324047067203813
2020/05/18/12/58/51,0.43262497604483796
2020/05/18/12/58/54,0.44887214148421295
2020/05/18/12/58/55,0.4952287153676984
2020/05/18/12/58/55,0.5171861921664
2020/05/18/12/58/56,0.4333117009644831
2020/05/18/12/58/56,0.3701384616567179
2020/05/18/12/58/57,0.3876079491958793
2020/05/18/12/58/57,0.4287674747912982
2020/05/18/12/58/58,0.4503794401494605
2020/05/18/12/58/58,0.457123540426797
2020/05/18/12/58/58,0.4371107132111904
2020/05/18/12/58/59,0.4634124067953848
2020/05/18/12/58/59,0.41899262922099395
2020/05/18/12/59/00,0.437754108994549
2020/05/18/12/59/00,0.4700449911104059
2020/05/18/12/59/01,0.3946568412177867
2020/05/18/12/59/02,0.3628980152175741
2020/05/18/12/59/03,0.3678681954886164
2020/05/18/12/59/03,0.3900208012584008
2020/05/18/12/59/04,0.38809347480256656
2020/05/18/12/59/04,0.4018520254462746
2020/05/18/12/59/05,0.4142296108841982
2020/05/18/12/59/05,0.3935235884632727
2020/05/18/12/59/06,0.3863268572629178
2020/05/18/12/59/06,0.35764810178699186
2020/05/18/12/59/06,0.35461517677616056
2020/05/18/12/59/07,0.3800251714229727
2020/05/18/12/59/07,0.4028953214280712
2020/05/18/12/59/09,0.3714295432023089
2020/05/18/12/59/09,0.35630941773247504
2020/05/18/12/59/10,0.3675606314545475
2020/05/18/12/59/10,0.39205579031287735
2020/05/18/12/59/11,0.3526635924531934
2020/05/18/12/59/11,0.4076107662069701
2020/05/18/12/59/11,0.34490943690279185
2020/05/18/12/59/12,0.4074506282158376
2020/05/18/12/59/12,0.3472060722093365
2020/05/18/12/59/13,0.3431301742896857
2020/05/18/12/59/13,0.36469300111943787
2020/05/18/12/59/14,0.3913781957858857
2020/05/18/12/59/14,0.3971333969960026
2020/05/18/12/59/15,0.3856819923946434
2020/05/18/12/59/15,0.3568580902412037
2020/05/18/12/59/16,0.3467384992909716
2020/05/18/12/59/16,0.3929580658120536
2020/05/18/12/59/17,0.36444923246852295
2020/05/18/12/59/17,0.40534660528933497
2020/05/18/12/59/18,0.3908121544007565
2020/05/18/12/59/18,0.3569095180737781
2020/05/18/12/59/19,0.33909469633877504
2020/05/18/12/59/19,0.40712051999269
2020/05/18/12/59/19,0.4141984575520271
2020/05/18/12/59/20,0.4529844952200072
2020/05/18/12/59/20,0.452480126228247
